CODE,NAME,COMMON NAME,OWNERSHIP,TYPE,STATUS,ZONE,DISTRICT,DATE OPENED,LATITUDE,LONGITUDE
NT080951,Mkhuzi Health Centre,Mkhuzi,Government,Health Centre,Functional,Central East Zone,Ntchisi,Jan 1st 75,-13.3665599,33.7767254
PH220952,Mkhwayi Health Centre,Mkhwayi,Government,Health Centre,Functional,South West Zone,Phalombe,Dec 6th 88,-15.61457,35.62787
NK100953,"Mkoko, Arthur B, Chisomo Priva",Chisomo Pvt Clinic,Private,Clinic,Functional,Central East Zone,Nkhotakota,Jan 1st 75,-12.50588,34.11234
MZ160954,Mkoma Health Centre,Mkoma,Government,Health Centre,Functional,North Zone,Mzimba,Jan 1st 75,-12.61235,33.7824
MG200955,mkoma kamanga private clinic,Mkoma Kamanga Private Clinic,Private,Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,-14.08,34.92
MU210956,Nkomaula Health Centre,Nkomaula health centre,Government,Health Centre,Functional,South West Zone,Mulanje,Jan 1st 75,-15.7211,35.36672
MG200957,Mkumba Health Centre,Mkumba,Government,Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,-14.5946,35.52517
BT240958,Mkwaira Ladison E. L.&A,L and A,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.77528,35.04706
MC190959,Mkwepere Health Centre,Mkwepere,Government,Health Centre,Functional,South West Zone,Machinga,Jan 1st 75,-14.60286,35.63635
LL040960,Mkwinda,Mkwinda,Government,Health Post,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.177537,33.748205
LL040961,Mlale Mission Hospital,Mlale,Christian Health Association of Malawi (CHAM),Hospital,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.23011,33.75658
BT240962,Mlambe Mission Hospital,Mlambe,Christian Health Association of Malawi (CHAM),Hospital,Functional,South East Zone,Blantyre,Jan 1st 63,-15.64466,35.01733
NT120963,Mlanda Health Centre,Mlanda,Christian Health Association of Malawi (CHAM),Health Centre,Functional,Centrals West Zone,Ntcheu,Aug 1st 69,-14.47886,34.45988
DE030964,Mlangali Health Centre,Mlangali,Government,Health Centre,Functional,Centrals West Zone,Dedza,Apr 19th 95,-14.41322,34.27274
NT120965,Mlangeni Health Centre,Mlangeni,Government,Clinic,Functional,Centrals West Zone,Ntcheu,Jan 1st 75,-14.67662,34.53672
KA150966,Mlare Health Centre,Mlare,Government,Health Centre,Functional,North Zone,Karonga,May 1st 08,-10.173157 ,34.0358777
CP060967,Mulembe,Mulembe,Government,Health Centre,Functional,North Zone,Chitipa,Jan 1st 08,-10.061782,33.377912
LL040968,Mlodza/Seventh Day,Mlodza Seventhday Clinic,Christian Health Association of Malawi (CHAM),Clinic,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.007222,33.8175
LL040969,Mlolera Womens Clinic,Mlolera clinic,Private,Clinic,Non-functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.95102,33.76703
NS300970,Mlolo Health Post,Mlolo,Government,Health Post,Functional,South East Zone,Nsanje,Jan 1st 75,-16.41959,35.1525
MC190971,Mlomba Dispensary,Mlomba,Government,Dispensary,Functional,South West Zone,Machinga,Jan 1st 75,-15.01903,35.47708
RU140972,Mlowe Health Centre,Mlowe,Christian Health Association of Malawi (CHAM),Health Centre,Functional,North Zone,Rumphi,Dec 30th 74,-10.76429,34.19488
NT120973,Muluma Dispensary,Muluma,Christian Health Association of Malawi (CHAM),Dispensary,Functional,Centrals West Zone,Ntcheu,Jan 1st 75,-14.71894,34.6355
NT080974,Mndinda Health Centre,Mndinda,Government,Health Centre,Functional,Central East Zone,Ntchisi,Jan 1st 75,-13.2474,34.05675
LL040975,Mngwangwa,Ngwangwa,Government,Health Post,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.842277,33.684124
KU070976,Mnyanja,Mnyanja,Government,Health Centre,Functional,Central East Zone,Kasungu,Jan 1st 75,-12.722316,33.485857
LL040977,MoH Hq,Ministry of Health Clinic,Government,Clinic,Non-functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.94628,33.78859
TH310978,St Martins Molere Health Centre,Molere,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South East Zone,Thyolo,Jan 1st 75,-16.21758,35.13552
MC190979,Molipa,Molipa,Government,Health Post,Functional,South West Zone,Machinga,Jan 1st 75,-15.051421,35.390936
DA020980,Mondwe,Mondwe,Government,Health Post,Functional,Central East Zone,Dowa,Jan 1st 75,-13.49199,33.443872
BT240981,Monekera,Monekera,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.835334,35.008318
MG200982,Monkey-Bay Community Hospital,Monkey bay Community Hospital,Government,Hospital,Functional,South West Zone,Mangochi,Jan 1st 75,-14.0846593,34.9107539
MW280983,Mota-Engil 301 Clinic,MOTAL-ENGIL 301CLINIC,Government,Dispensary,Non-functional,South East Zone,Mwanza,Jan 1st 75,-15.92823,35.07786
NE290984,Mota-Engil Clinic - Mkwinda Ca,Mota - Engil Zalewa Clinic,Other,Clinic,Non-functional,South East Zone,Neno,Jan 1st 75,-15.41426,34.82429
MC190985,Mota-Engil Liwonde Clinic,Mota-Engil Liwonde Clinic,Private,Dispensary,Functional,South West Zone,Machinga,Jan 1st 75,,
MZ160986,Moyale Barracks Health Centre,Moyale,Government,Health Centre,Functional,North Zone,Mzimba,Jan 1st 75,-11.4597562,34.0383107
BT240987,Moyo PVT Clinic,Moyo,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.65374,35.02013
MZ160988,Moyo Uwemi,Moyo Uwemi,Private,Clinic,Non-functional,North Zone,Mzimba,Jan 1st 75,-12.36,33.55
MU210989,Mpala Health Centre,kwa Gunde,Government,Health Centre,Functional,South West Zone,Mulanje,Dec 31st 74,-16.1439048,35.5250625
CP060990,Mpale Private Clinic,Mpale,Private,Clinic,Functional,North Zone,Chitipa,Jan 1st 75,-10.1869,33.54168
NK100991,Mpamantha Health Centre,Mpamantha,Government,Health Centre,Functional,Central East Zone,Nkhotakota,Jan 1st 75,-13.06926,34.25224
KB050992,Mpamba Health Centre,Mpamba,Government,Health Centre,Functional,North Zone,Nkhata Bay,Jan 1st 82,-11.54697,34.19727
PH220993,Mpasa Health Centre,Mpasa,Government,Health Centre,Functional,South West Zone,Phalombe,Dec 31st 74,-15.7578844,35.611432
KU070994,Newa/Mpasazi Health Centre,Mpasadzi,Government,Health Centre,Functional,Central East Zone,Kasungu,Jan 1st 75,-12.583194,33.381861
KA150995,Mpata Health Centre,Mpata,Government,Health Centre,Functional,North Zone,Karonga,Dec 31st 74,-9.96062,33.81525
LL040996,MPC Bwaila ART Clinic Health Centre,MPC Bwaila ART Clinic Health,Government,Dispensary,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,,
CP060997,Mpemba,Mpemba,Government,Health Post,Functional,North Zone,Chitipa,May 12th 10,-10.134558,33.521683
BT240998,Mpemba Health Centre,Mpemba,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,-15.87385,34.9523
KU070999,Mpepa Health Centre,Mpepa,Government,Clinic,Non-functional,Central East Zone,Kasungu,Jan 1st 75,-12.621965,33.326557
CK271000,Mphate,Mphate,Private,Clinic,Non-functional,South East Zone,Chikwawa,Jan 1st 75,-16.0416555,34.7937221
DE031001,Mphathi Health Centre,Mphathi,Government,Health Centre,Functional,Centrals West Zone,Dedza,Dec 31st 74,-14.45516,34.07683
BT241002,Madwah clinic,Mdwah ccclinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,,
NT121003,Mphepozinayi Dispensary,Mphepozinayi,Government,Dispensary,Functional,Centrals West Zone,Ntcheu,Jan 1st 75,-14.73586,34.66115
MZ161004,Mpherembe Health Centre,Mpherembe,Government,Health Centre,Functional,North Zone,Mzimba,Jan 1st 75,-11.28806,33.61431
NT081005,Mpherere Health Center,Mpherere,Mission/Faith-based (other than CHAM),Clinic,Non-functional,Central East Zone,Ntchisi,Jan 1st 75,,
MZ161006,Mphofwa,Mphofwa,Government,Health Post,Functional,North Zone,Mzimba,Jan 1st 75,-11.680054,33.620114
RU141007,Mphompha Health Centre,Mphompha,Government,Health Centre,Functional,North Zone,Rumphi,Jan 1st 75,-11.00662,34.07305
DE031008,Mphunzi Health Centre,Mphunzi,Christian Health Association of Malawi (CHAM),Health Centre,Functional,Centrals West Zone,Dedza,Dec 31st 74,-14.37933,34.17539
BT241009,Mpingo Maternity,Mpingo Maternity,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,-15,33
MC191010,Mpiri Health Centre,Mpiri,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Machinga,Jan 1st 75,-14.7721997,35.606633
DE031011,Mpombe,Tchetsa,Government,Health Post,Non-functional,Centrals West Zone,Dedza,Jan 1st 75,-13.985608,34.306285
MG201012,Mpondasi Health Centre,Mpondasi,Christian Health Association of Malawi (CHAM),Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,-14.45347,35.24387
DA021013,Mponela Rural Hospital,Mponela,Government,Hospital,Functional,Central East Zone,Dowa,Dec 31st 50,-13.53264,33.73713
MC191014,Mposa Health Centre,Mposa,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Machinga,Jan 1st 75,-15.14906,35.51849
DA021015,Msakambewa Health Centre,Msakambewa,Government,Health Centre,Functional,Central East Zone,Dowa,Jan 1st 91,-13.55296,33.89719
LL041016,Mseche,Daeyang,Christian Health Association of Malawi (CHAM),Health Centre,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.78,33.91
MC191017,Nselema private clinic,Nselema,Mission/Faith-based (other than CHAM),Clinic,Non-functional,South West Zone,Machinga,Jan 1st 75,-14.72,35.55
NK101018,Msenjere Health Centre,Msenjere,Government,Health Centre,Functional,Central East Zone,Nkhotakota,Jan 1st 75,-12.7324996,34.1705763
MZ161019,Msese Health Centre,Msese,Government,Health Centre,Functional,North Zone,Mzimba,Jul 15th 84,-12.36,33.74
MU211020,Msithe,msithe,Christian Health Association of Malawi (CHAM),Health Post,Functional,South West Zone,Mulanje,Jan 1st 75,-16.0026202,35.413573
CP061021,Msumbe Health Center,Msumbe,Christian Health Association of Malawi (CHAM),Health Centre,Functional,North Zone,Chitipa,Jun 16th 16,-9.75123,33.67563
BT241022,Mt Soche - c/o Nyirenda,Mt Soche,Private,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,,
DE031023,Mtakataka Health Centre,Mtakataka,Government,Health Centre,Functional,Centrals West Zone,Dedza,Dec 31st 74,-14.22745,34.51474
DA021024,Mtambalika,mtambalika,Government,Health Post,Non-functional,Central East Zone,Dowa,Jan 1st 75,-13.277929,33.597239
MC191025,Mtambo Private Clinic,Mtambo,Private,Dispensary,Functional,South West Zone,Machinga,Jan 1st 75,,
MC011026,Mtanga,Mtanga,Government,Health Post,Non-functional,Centrals West Zone,Mchinji,Jan 1st 75,-13.923819,33.26125
LL041027,Mtanga Private Clinic,Mtanga Private,Private,Dispensary,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,,
DE031028,Mtemwende,Mtemwende,Government,Health Post,Non-functional,Centrals West Zone,Dedza,Jan 1st 75,-14.151969,34.264936
MZ161029,Mtende Health Centre,Mtende,Government,Health Centre,Functional,North Zone,Mzimba,Jul 15th 89,-11.49724,33.54894
DE031030,Mtendere Health Centre,Mtendere Community Hospital,Christian Health Association of Malawi (CHAM),Clinic,Functional,Centrals West Zone,Dedza,Dec 31st 74,-14.32271,34.09373
KU071031,Mtendere private clinic,Mtendere,Private,Clinic,Non-functional,Central East Zone,Kasungu,Jan 1st 75,-13.046124,33.49675
BT241032,Mtengoumodzi Private Hospital,Mtengoumodzi,Private,Hospital,Functional,South East Zone,Blantyre,Jan 1st 75,-15.7245,35.01637
DA021033,Mtengowanthenga Dream Project,Mtengowanthenga Dream Project,Non-Government,Clinic,Non-functional,Central East Zone,Dowa,Jan 1st 75,-13.671048,33.776073
LL041034,Mtenthera Health Centre,Mtenthela,Government,Health Centre,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.10884,34.00567
DA021035,Mtengowanthenga Mission Hospital,Mtengowanthenga,Christian Health Association of Malawi (CHAM),Hospital,Functional,Central East Zone,Dowa,Dec 31st 80,-13.67165,33.77623
MG201036,Mtimabii Health Centre,Mtimabi,Government,Health Centre,Functional,South West Zone,Mangochi,Jan 1st 75,-14.6110653,35.0826738
NT121037,Mtonda Health Centre,Ntonda,Christian Health Association of Malawi (CHAM),Health Centre,Functional,Centrals West Zone,Ntcheu,Aug 29th 94,-15.02,34.75144
NK101038,Mtosa Health Centre,Mtosa,Government,Health Centre,Functional,Central East Zone,Nkhotakota,Jan 1st 75,-13.43876,34.27365
KU071039,Mtunthama Health Centre,Mtunthama,Mission/Faith-based (other than CHAM),Health Centre,Functional,Central East Zone,Kasungu,Jan 1st 75,-13.03145,33.68209
MZ161040,Mtwalo Health Centre,Mtwalo,Government,Health Centre,Functional,North Zone,Mzimba,Jan 1st 75,-11.39671,33.74591
DE031041,Mua Missionl Hospital,Mua Mission hospital,Christian Health Association of Malawi (CHAM),Hospital,Functional,Centrals West Zone,Dedza,Dec 31st 74,-14.28307,34.50972
SA091042,Muchila Private Clinic,Muchila,Private,Dispensary,Functional,Central East Zone,Salima,Jan 1st 75,-13.77774,34.43803
NE291043,Muferanji Clinic,Mufelanji Clinic,Private,Dispensary,Non-functional,South East Zone,Neno,Jan 1st 75,-15.36514,34.65447
MU211044,Mulanje Blm Clinic,Banja la mtsogolo,Non-Government,Clinic,Non-functional,South West Zone,Mulanje,Jan 1st 75,-16.01418,35.49317
MU211045,Mulanje District Hospital,Mulanje Hospital,Government,Hospital,Functional,South West Zone,Mulanje,Jan 1st 75,-16.02549,35.50785
MU211046,Mulanje Mission Hospital,ku Ulongwe,Christian Health Association of Malawi (CHAM),Hospital,Functional,South West Zone,Mulanje,Jan 1st 75,-16.0208672,35.4646005
MG201047,Mulibwanji Hospital,Mulibwanji Community Hospital,Christian Health Association of Malawi (CHAM),Hospital,Functional,South West Zone,Mangochi,Jan 1st 75,-14.5115273,35.5880048
MU211048,Mulomba Health Centre,Mulomba,Government,Health Centre,Functional,South West Zone,Mulanje,Jan 1st 75,-15.76535,35.51182
MU211049,Muloza Heath Centre,Muloza,Government,Health Centre,Functional,South West Zone,Mulanje,Jan 1st 75,-16.08016,35.71573
NT121050,Muluma,Muluma,Mission/Faith-based (other than CHAM),Clinic,Non-functional,Centrals West Zone,Ntcheu,Jan 1st 75,-15.7520000,35.819300
MU211051,Mulungu Alinafe Clinic,Mulungu Alinafe Clinic,Private,Dispensary,Functional,South West Zone,Mulanje,Jan 1st 75,-15.856828,35.815601
PH221052,Mulungu Alinafe ,Mulungu Alinafe,Private,Dispensary,Functional,South West Zone,Phalombe,Dec 30th 06,-15.85719,35.81552
MZ161053,Mumbwe Medical Centre,"Mumbwe,Mzuzu",Private,Clinic,Functional,North Zone,Mzimba,Jan 1st 75,-11.4610291,34.0260232
MC191054,Mungomo private clinic,Mungomo,Mission/Faith-based (other than CHAM),Clinic,Non-functional,South West Zone,Machinga,Jan 1st 75,-14.72,35.55
BT241055,"Munthali Ndalakwanji, N, Pra","Munthali Ndalakwanji, N, Pra",Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.72915,35.05581
BT241056,"Munthali, Joyce W Naperi medi",Joyce Munthali Private Hospital,Private,Hospital,Functional,South East Zone,Blantyre,Jan 1st 75,-15.8044,35.0082
BT241057,Muopo,Muopo Private Clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.83,35.09
LL041058,"Muriya, Nemezio. Chifundo Priv",Chifundo,Private,Clinic,Non-functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.98105,33.80223
MW281059,Muyendebwino Wellness Centre,Muyendebwino,Non-Government,Clinic,Non-functional,South East Zone,Mwanza,Jan 1st 75,-15.57835,34.47736
DA021060,Mvera Army Health Centre,Mvera Army,Government,Health Centre,Functional,Central East Zone,Dowa,Jan 1st 78,-13.77963,34.1398
DA021061,Mvera Mission Health Centre,Mvera mission,Christian Health Association of Malawi (CHAM),Health Centre,Functional,Central East Zone,Dowa,Jan 1st 80,-13.73673,34.12876
BT241062,Mwachira Private Clinic,Mwachila private clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.65548,35.02158
BT241063,Mwai Hale Medical Skin,Mwai Medical Pvt Clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.82,35.01
BT241064,Mwai medical clinic,Mwai medical clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.817263,35.013087
BT241065,Mwaiwathu - Mbvunbula,Proff Mbvundula,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.81191,35.04788
BT241066,Mwaiwathu Clinic,Mwaiwathu Clinic,Mission/Faith-based (other than CHAM),Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,,
BT241067,Mwaiwathu Private Hospital,Mwaiwathu,Private,Hospital,Functional,South East Zone,Blantyre,Jan 1st 75,-15.78547,35.01691
TH311068,Mwalanthuzi,Mwalanthunzi,Other,Clinic,Non-functional,South East Zone,Thyolo,Jan 1st 75,-16.06408,35.106607
LL041069,"Mwale, Charles M C. Yankho Pri",Yankho,Private,Clinic,Non-functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.25007,33.7767
BT241070,Mwanamanga Happiness,Banja Clinic,Other,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.762,34.9797
CK271071,Mwanawanjobvu,Mwanawanjovu,Government,Clinic,Functional,South East Zone,Chikwawa,Jan 1st 75,-16.515473,35.029718
CK271072,Mwanayaya,Mwanayaya,Government,Health Post,Non-functional,South East Zone,Chikwawa,Jan 1st 75,-16.164028,34.940736
ZA231073,Mwandama Health Centre,Mwandama,Government,Health Centre,Functional,South West Zone,Zomba,Jan 1st 75,-15.49803,35.18803
PH221074,Mwanga,Mwanga,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Phalombe,Sep 5th 61,-15.64601,35.532758
DA021075,Mwangala Health Centre,Mwangala,Government,Health Centre,Functional,Central East Zone,Dowa,Jan 1st 83,-13.487476 ,33.92326
CR261076,MWANJE,DAPP,Government,Health Post,Non-functional,South East Zone,Chiradzulu,Jan 1st 75,-15.657096,35.200483
NK101077,Mwansambo Health Centre,Mwasambo,Government,Health Centre,Functional,Central East Zone,Nkhotakota,Jan 1st 75,-13.3066933,34.118526
NK101078,Mwansambo Private Clinic,Mwansambo Private Clinic,Private,Clinic,Functional,Central East Zone,Nkhotakota,Jan 1st 75,-13.227,34.297332
MW281079,Mwanza BLM Clinic,Banja la mtsogolo,Non-Government,Clinic,Functional,South East Zone,Mwanza,Jan 1st 75,-15.59747,34.51505
CK271080,Mwanza Clinic Area 3,Mwanza,Mission/Faith-based (other than CHAM),Clinic,Non-functional,South East Zone,Chikwawa,Jan 1st 75,-15.5991687,34.5171667
MW281081,Mwanza District Hospital,Mwanza District Hospital,Government,District Hospital,Functional,South East Zone,Mwanza,Jan 1st 81,-15.59118,34.50998
MC011082,Mwase,Mwase,Government,Clinic,Non-functional,Centrals West Zone,Mchinji,Jan 1st 75,-13.474622,32.859528
MG201083,Mwatakata Health Post,Chiunda Clinic,Government,Health Post,Functional,South West Zone,Mangochi,Jan 1st 75,-14.755091,35.112111
KU071084,Mwatitha Private Clinic,Mwatitha,Private,Clinic,Non-functional,Central East Zone,Kasungu,Jan 1st 75,-13.43552,33.3898
KB051085,Mwaya Clinic,Mwaya,Government,Dispensary,Functional,North Zone,Nkhata Bay,Jan 1st 75,-11.97658,34.07603
LL041086,Mwayi,Mwayi,Private,Dispensary,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,,
RU141087,Mwazisi Health Centre,mwazisi,Government,Health Centre,Functional,North Zone,Rumphi,Jan 1st 75,-10.94356,33.5792
LL041088,"Mwenyekonde, Elled. Seventh Ce",Mwenyekonde,Private,Dispensary,Non-functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.00775,33.81726
BK171089,Mwima Health Post,Mwima,Government,Health Post,Functional,South West Zone,Balaka,Jan 12th 15,-14.92967,35.18498
MZ161090,Mzalangwe Health Centre,Mzalangwe,Government,Health Centre,Functional,North Zone,Mzimba,Jul 15th 81,-11.61228,33.5651
NT121091,Mzama Health Centre,Mzama,Christian Health Association of Malawi (CHAM),Health Centre,Functional,Centrals West Zone,Ntcheu,Jan 1st 75,-14.89375,34.58597
MZ161092,Mzambazi Community Hospital,Mission,Christian Health Association of Malawi (CHAM),Hospital,Functional,North Zone,Mzimba,Jan 1st 75,-11.4276539,33.450285
NT081093,Mzandu Health Centre,Mzandu,Government,Health Centre,Functional,Central East Zone,Ntchisi,Oct 7th 92,-13.48916,34.02738
KB051094,Mzenga Health Centre,Mzenga,Government,Health Centre,Functional,North Zone,Nkhata Bay,Jan 31st 72,-11.73249,34.07401
MZ161095,Mzimba District Hospital,Ku Boma,Government,District Hospital,Functional,North Zone,Mzimba,Jan 1st 75,-11.89805,33.58421
MZ161096,Mzimba Prison,Prison,Government,Clinic,Non-functional,North Zone,Mzimba,Jan 1st 75,-11.9107,33.58414
RU141097,Mzokoto Health Centre,Mzokoto,Government,Health Centre,Functional,North Zone,Rumphi,Dec 30th 59,-10.90777,34.02735
MZ161098,Mzuzu Central Hospital,Central,Government,Central Hospital,Functional,North Zone,Mzimba,Jan 1st 75,-11.4235559,33.9943344
MZ161099,Mzuzu Central Prison,Prison,Government,Clinic,Functional,North Zone,Mzimba,Dec 31st 74,-11.46474,34.01991
MZ161100,Mzuzu Urban Health Centre,Mapale,Government,Health Centre,Functional,North Zone,Mzimba,Jan 1st 75,-11.4617887,34.0151188
MZ161101,Mzuzu Police Clinic,Police,Government,Dispensary,Functional,North Zone,Mzimba,Dec 31st 74,-11.46211,34.02489
MZ161102,Mzuzu Sobo Clinic,Mzuzu Sobo Clinic,Private,Clinic,Non-functional,North Zone,Mzimba,Jan 1st 75,-11.41853,34.00645
MZ161103,Mzuzu University Clinic,Mzuni,Private,Clinic,Functional,North Zone,Mzimba,Dec 31st 74,-11.4222522,33.9958708
CP061104,Naching'anda,Naching'anda,Government,Health Post,Functional,North Zone,Chitipa,Jan 1st 00,-9.684917,33.418491
CP061105,Nachipangapanga,Nachipananga off Nthalire road to the west,Government,Health Post,Functional,North Zone,Chitipa,Jan 1st 10,-9.872516,33.381377
ZA231106,Naisi Health Centre,Chopi,Government,Health Centre,Functional,South West Zone,Zomba,Jan 1st 75,-15.35785,35.3849
DE031107,Nakalanzi Health Centre,Nakalanzi H/C,Christian Health Association of Malawi (CHAM),Health Centre,Functional,Centrals West Zone,Dedza,Jan 1st 75,-14.20233,34.54819
DA021108,Nalunga Health Centre,Nalunga,Government,Health Centre,Functional,Central East Zone,Dowa,Jan 1st 82,-13.64378,34.0567
ZA231109,Namadidi Health Centre,Namadidi,Government,Health Centre,Functional,South West Zone,Zomba,May 12th 12,-15.41079,35.24736
CR261110,Namadzi Health Centre,Namadzi,Government,Health Centre,Functional,South East Zone,Chiradzulu,Jan 1st 75,-15.54663,35.18761
CR261111,Namadzi Private Clinic,Njoka,Private,Hospital,Non-functional,South East Zone,Chiradzulu,Jan 1st 75,-15.5494,35.18197
CR261112,"Namakhwa, Jomo. Malavi Private",Namakhwa,Private,Clinic,Non-functional,South East Zone,Chiradzulu,Jan 1st 75,-15.83562,35.11578
MG201113,Namalaka Health Centre,Namalaka,Christian Health Association of Malawi (CHAM),Clinic,Functional,South West Zone,Mangochi,Jan 1st 75,-14.1236333,35.1929633
ZA231114,Namalitha,Namalitha,Aquaid Lifeline,Dispensary,Functional,South West Zone,Zomba,Jan 1st 75,-15.430886,35.490891
MC191115,Namandanje Health Centre,Mission,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Machinga,Jan 1st 75,-14.88211,35.48324
MC191116,Namanja Health Centre,Namanja,Government,Health Centre,Functional,South West Zone,Machinga,Jan 1st 75,-14.9646301,35.6793543
BK171117,Namanolo Health Centre,Namanolo,Government,Health Centre,Functional,South West Zone,Balaka,Aug 6th 86,-15.00071,35.19004
MU211118,Namasalima Health Centre (Mulanje),Namasalima,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Mulanje,Jan 1st 75,-15.80407,35.3491
ZA231119,Namasalima Health Centre,Namasalima,Government,Health Centre,Functional,South West Zone,Zomba,Feb 12th 80,-15.23142,35.48876
PH221120,Nambazo ,Nambazo,Government,Health Centre,Functional,South West Zone,Phalombe,Dec 31st 73,-15.5566963,35.8193749
BK171121,Nambira Health Post,Nambira health post,Government,Health Post,Functional,South West Zone,Balaka,Jan 1st 75,-14.80259,35.06411
PH221122,Nambiti,Nambiti,Government,Health Post,Functional,South West Zone,Phalombe,Dec 29th 74,-15.802794,35.763953
BT241123,Namboya Felix,Namboya Felix,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.81381,35.0612
LL041124,Nambuma Health Centre,Nambuma,Christian Health Association of Malawi (CHAM),Health Centre,Functional,Centrals West Zone,Lilongwe,Jan 1st 48,-13.72409,33.55789
BK171125,Nandumbo Health Centre,Nandumbo,Government,Health Centre,Functional,South West Zone,Balaka,Jan 10th 11,-14.85169,35.22552
ZA231126,Namikango,Namikango,Christian Health Association of Malawi (CHAM),Clinic,Functional,South West Zone,Zomba,Jan 1st 72,-15.47723,35.24056
BT241127,Namikoko Health Centre,Namikoko,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,-15.48651,35.07379
TH311128,Naming'omba Health Centre,Namingomba,Private,Dispensary,Functional,South East Zone,Thyolo,Jan 1st 75,-16.04009,35.08996
NT121129,Namisu Dispensary,Namisu,Government,Dispensary,Non-functional,Centrals West Zone,Ntcheu,Apr 3rd 92,-15.08352,34.78138
CR261130,Namitambo Health Centre,Namitambo,Government,Health Centre,Functional,South East Zone,Chiradzulu,Jan 1st 75,-15.7106126,35.1741967
MC011131,Namizana Clinic,Namizana,Government,Dispensary,Functional,Centrals West Zone,Mchinji,Jan 1st 72,-14.00195,33.2463
MU211132,Namphungo Health Centre,Namphungo,Government,Health Centre,Functional,South West Zone,Mulanje,Jan 1st 75,-15.80407,35.3491
MU211133,Namulenga Health centre,namulenga health centre,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Mulanje,Jan 1st 75,-15.86563,35.32718
MG201134,Namwera Health Centre,Namwera,Government,Hospital,Functional,South West Zone,Mangochi,Jan 1st 75,-14.3637,35.50221
MG201135,namwera private clinic,Namwera Private Clinic,Private,Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,-14.36,35.48
MG201136,Nancholi Dispensary,Namcholi,Government,Dispensary,Functional,South West Zone,Mangochi,Jan 1st 75,-14.4783763,35.5870485
MG201137,Nangalamu Health Centre,Nangalamu,Government,Health Centre,Functional,South West Zone,Mangochi,Jan 1st 75,-14.6110653,35.0826738
MG201138,Nankhwali Health Centre,Nankhwali,Government,Health Centre,Functional,South West Zone,Mangochi,Jan 1st 75,-15.614421,35.6281461
MG201139,Nankumba Health Centre,Nankumba,Government,Health Centre,Functional,South West Zone,Mangochi,Jan 1st 75,-14.36521,34.82361
ZA231140,Nasawa Health Centre,Nasawa,Government,Health Centre,Functional,South West Zone,Zomba,Jan 1st 56,-15.6023,35.25956
MG201141,Nansenga,Nansenga,Mission/Faith-based (other than CHAM),Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,,
BT241142,Naperi,Naperi,Private,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,,
